,,,,,,#,%,,,,,,,,,,,,,,,,,,,
,,,,observed already,,148,52.11267606,,,,,,,,,,,,,,,,,,,
,,,,SOAR target  (below -25 dec),,43,15.14084507,,,,,,,,,,,,,,,,,,,
,,,,Unsure of host,,8,2.816901408,,,,,,,,,,,,,,,,,,,
,,,,To be observed as part of Foundation (above dec -30),,25,8.802816901,,,,,,,,,,,,,,,,,,,
,,,,Lick/Keck target (above -30 dec),,60,21.12676056,,,,,,,,,,,,,,,,,,,
,,,,TOTAL,,284,100,"292 total, discrepancy due to different colors",,,,,,,,,,,,,,,,,,
,Redshift,Alt. name,Has Template?,Host Galaxy,SN Ra,SN Dec ,Host RA,Host Dec,Discovery date,Days since disc.,Redshift Source,Host RA from PS,Host Dec from PS,g mag,V mag,r mag,East offset,North offset,Separation ('),Position Angle,Date Observed / Instrument,Finding Chart with SN,Finding Chart without SN,Comments,,
ASASSN17fr,0.012,2017dps,N,IC 4296   ,13:36:40.4,-33:58:01.129,13:36:39.03,-33:57:57.00,2017-05-01,1089,NED,,,,12.16,10.74,-17.04,4.13,17.54,283.62,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17fr.png,,,,
2020ue,0.003,,N,,12:42:46.765,+02:39:34.25,,,2020-01-12,103,NED,12:42:49.832,+2:41:15.885,11.16,,11.03,45.95,101.64,111.54,24.33,,,,large offset,,
AT2017fzw,0.0054,,Y,NGC 2217 (PSO J062139.751-271401.652),06:21:34.77,-27:12:53.51,06:21:39.78,-27:14:01.5,2017-08-09,989,NED,,,11.34,,11.123,66.44,-67.99,95.33,135.66,,,https://wis-tns.weizmann.ac.il/object/2017fzw,,,
2018htt,0.008673,,N,NGC 1209 (PSO J030602.980-153640.102),03:06:02.90,-15:36:41.69, 03:06:03.02,-15:36:40.5,2018-10-31,541,NED,3:06:03,-15:36:40,12.12,,11.26,1.73,1.19,2.10,55.53,,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=46.5120969&dec=-15.6115806&scale=0.1981,,,
AT2017guh,0.015427,,P,Foundation,05:03:13.14,-22:49:59.16,,,2017-09-18,949,NED,,,,,12.45,,,,,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17mh.png,,,,
2018aqi,0.012509,,Y,NGC 3393 (PSO J104823.469-250943.413),10:48:25.36,-25:09:35.82,10:48:23.46,-25:09:43.4,2018-04-06,749,NED,10 48 23.465,-25 09 43.45,,,12.567,-25.73,-7.63,26.84,253.48,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18hb.png,,,,
2018djd,0.026385,,N,NGC 0863,02:14:33.83,-00:45:56.77,02:14:33.562,-00:46:00.09,2018-07-12,652,NED,,,13.62,,12.9,-4.02,-3.32,5.21,230.45,,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-18pb.png,,,,
2018hfp,0.029,,N,MCG -03-53-015 / PSO J205947.547-163816.352,20:59:47.84,-16:38:12.66,20:59:47.54,-16:38:16.5,2018-10-07,565,NED,20:59:47.547,-16:38:16.470,13.243,,13.121,-4.21,-3.81,5.68,227.86,,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-18xm.png,,,,
2020clq,0.015007,,N,NGC 1613 ,04:33:25.557,-04:15:56.97,04:33:25.332,-04:15:55.50,2020-02-14,70,NED,4:33:25,-4:15:56,13.425,,13.229,-3.37,1.47,3.67,293.59,,,http://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=68.3564874-4.26582465&filter=color,,,
2018jky,0.01458,,Y,NGC 1329 (PSO J032602.582-173529.233),03:26:01.930,-17:33:48.02,03:26:02.59,-17:35:29.4,2018-12-05,506,NED,03:26:02.587,-17:35:29.30,16.256,12.65,13.251,9.44,-101.38,101.82,174.68,11/06/19-KAST,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-18aay.png,,,,
AT2017enx,0.006398,,N, ESO 092- G 014,10:10:52.07,-66:38:50.32,10:10:52.16,-66:38:50.7,2017-06-06,1053,NED,,,14.582 (Skym),16.57,13.93,0.54,-0.38,0.66,125.38,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17hk.png,http://skymapper.anu.edu.au/cone-search/requests/IIQQ7ZTH/,,,
ASASSN16jf,0.011441,2016fff,Y,Foundation,22:36:59.14,-25:13:55.63,22:37:03.0,-25:14:11,2016-08-23,1340,NED,,,,,13.98,52.40,-15.40,54.60,106.40,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16jf.png,,,,
2018zz, 0.013763,,Y,NGC 5419,14:03:39.06,-33:58:42.60,14:03:38.732,-33:58:41.73,2018-03-03,783,NED,,Skym: ,14.467,16.601,14.12,-4.08,0.87,4.17,282.04,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18en.png,http://skymapper.anu.edu.au/cone-search/requests/PMCLIPGT/,,,
2019lrc,0.041,,N,CGCG 378-007,22:26:27.065,+03:28:31.38,22:26:27.206,03:28:21.18,2019-07-22,277,NED,,,15.17,,14.15,2.11,-10.20,10.42,168.31,,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=336.612789566&dec=3.47537209318&scale=0.1981,,,
AT2016gvd,0.077,,Y,SDSS J012023.13-000444.3 ???,01:20:22.63,-00:04:20.20,01:20:23.13,-00:04:44.32,2016-10-09,1293,NED,,,15.23,,14.27,,,,162.73,11/21/17-KAST,,https://wis-tns.weizmann.ac.il/object/2016gvd,,,
2018aoz,0.0058,,N,NGC3923 (PSO J115101.722-284821.585),11:51:01.83,-28:44:38.63,,,2018-04-02,753,NED,11 51 01.714,-28 48 21.63,14.868,,14.281,-1.53,-223.00,223.01,180.39,,https://www.flickr.com/photos/snimages/41265814601/,,,,
2018jag,,,P,MCG +02-03-030  ,01:03:48.31 ,+10:35:32.50, '01:03:50.310,10:35:24.65,2018-11-25,516,NED,,,15.25,,14.34,29.49,-7.85,30.52,104.91,,https://www.flickr.com/photos/rgfarfan/46077575492/,,,,
2019fzm,0.023129,,N,CGCG 020-034,14:56:32.870,-02:06:23.72,14:56:33.149,-02:06:23.07,2019-05-27,333,NED,,,15.08,,14.39,4.18,0.65,4.23,81.17,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-19nn.png,,,,
2019mrw,0.034,,N,KUG 2338+252  ,23:41:16.809,+25:33:00.10,23:41:16.08,25:33:04.6,2019-08-05,263,NED,,,15.21,,14.41,-9.87,4.50,10.84,294.52,,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=355.320083&dec=25.550019&scale=0.1981,,,
AT2017gah,0.0089,,Y,NGC 7187,22:02:42.43,-32:47:33.50,22:02:44.56,-32:48:07.8,2017-08-09,989,NED,,skym,15.035,16.807,14.516,26.86,-34.30,43.56,141.94,,https://www.flickr.com/photos/43846774@N02/35765668693/,"http://irsa.ipac.caltech.edu/applications/finderchart/#id=Hydra_finderchart_finder_chart&RequestClass=ServerRequest&DoSearch=true&subsize=0.08333333400000001&thumbnail_size=medium&sources=DSS,SDSS,twomass,WISE&overlay_catalog=true&catalog_by_radius=true&sdss_radius=5&twomass_radius=5&wise_radius=5&one_to_one=_none_&UserTargetWorldPt=330.6767916666667;-32.79263888888889;EQ_J2000&SimpleTargetPanel.field.resolvedBy=nedthensimbad&dss_bands=poss1_blue,poss1_red,poss2ukstu_blue,poss2ukstu_red,poss2ukstu_ir&SDSS_bands=u,g,r,i,z&twomass_bands=j,h,k&wise_bands=1,2,3,4&projectId=finderchart&searchName=finder_chart&shortDesc=Finder%20Chart&isBookmarkAble=true&isDrillDownRoot=true&isSearchResult=true",http://skymapper.anu.edu.au/cone-search/requests/LCDSPT7A/,,
SN2017izu,0.016915,,Y,IC 4352,13:58:26.26,-34:30:57.92,13:58:25.12,-34:31:02.4,2017-12-14,862,NED,,Skym:,15.234,17.499,14.519,-14.09,-4.48,14.78,252.36,06/05/2019-SOAR,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17pr.png,http://skymapper.anu.edu.au/cone-search/requests/X1QZI0UF/,,,
2019kze,0.024,,N,2MASX J22073768+2203535,22:07:37.665,22:03:40.24,22:07:37.68,+22:03:53.7,2019-07-04,295,SN,,,15.06,,14.64,0.21,13.46,13.46,0.89,09/24/19 - LRIS,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=331.9069394&dec=22.0611766&scale=0.1981,,,
2018ieu,0.0405,,N,KUG 0204-092,02:07:10.88,-09:01:28.99,02:07:10.442,-09:01:31.00,2018-11-06,535,NED,,,15.21,,14.68,-6.49,-2.01,6.79,252.79,,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=31.7953173&dec=-9.0247207&scale=0.1981,,,
2019so,0.015,,N,NGC 4622,12:42:36.430,-40:44:47.06,12:42:37.62,-40:44:39.2,2019-01-14 ,466,NED,,,15.359,,14.716,13.52,7.86,15.64,59.84,03/12/19-SOAR,,https://irsa.ipac.caltech.edu/applications/finderchart/?__action=table.search&request=%7B%22startIdx%22%3A0%2C%22pageSize%22%3A100%2C%22id%22%3A%22QueryFinderChartWeb%22%2C%22tbl_id%22%3A%22results%22%2C%22UserTargetWorldPt%22%3A%22190.65179166666667%3B-40.746405555555555%3BEQ_J2000%22%2C%22imageSizeAndUnit%22%3A%220.08333333333333333%22%2C%22thumbnail_size%22%3A%22192%22%2C%22selectImage%22%3A%22dss%2Csdss%2C2mass%2Cwise%2Cseip%2Cakari%22%2C%22searchCatalog%22%3A%22yes%22%2C%22searchType%22%3A%22radiusInArcSec%22%2C%22txSDSS%22%3A%225%22%2C%22tx2MASS%22%3A%225%22%2C%22txWISE%22%3A%225%22%2C%22txSEIP%22%3A%225%22%2C%22txAKARI%22%3A%225%22%2C%22ckgDSS%22%3A%22dss1Blue%2Cdss1Red%2Cdss2Blue%2Cdss2Red%2Cdss2IR%22%2C%22ckgSDSS%22%3A%22u%2Cg%2Cr%2Cz%22%2C%22ckg2MASS%22%3A%22j%2Ch%2Ck%22%2C%22ckgWISE%22%3A%22w1%2Cw2%2Cw3%2Cw4%22%2C%22ckgSEIP%22%3A%22irac1%2Cirac2%2Cirac3%2Cirac4%2Cmips24%22%2C%22ckgAKARI%22%3A%22n60%2CwideS%2CwideL%2Cn160%22%2C%22imageSearchOptions%22%3A%22closed%22%2C%22META_INFO%22%3A%7B%22title%22%3A%22QueryFinderChartWeb%22%2C%22tbl_id%22%3A%22results%22%7D%7D&options=%7B%22tbl_group%22%3A%22results%22%2C%22removable%22%3Afalse%2C%22showTitle%22%3Afalse%2C%22pageSize%22%3A100%7D,,,
SN2017hgz,0.016,,Y,NGC 7130 ,21:48:20.08,-34:57:10.62,21:48:19.520,-34:57:04.48,2017-10-10,927,NED,,skym,14.974,15.632,14.743,-6.88,6.14,9.23,311.73,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17ng.png,http://skymapper.anu.edu.au/cone-search/requests/ZF2SYPHY/,,,
2019zjh,0.0221,,N,WISEA J103443.72+110310.6,10:34:44.569,+11:03:07.47,10:34:43.717,+11:03:10.71,2019-12-29,117,NED,,,15.79,,14.96,-12.54,3.24,12.95,284.48,,,http://skyserver.sdss.org/dr16/en/tools/chart/navi.aspx?opt=G&ra=158.685678877&dec=11.052084495&scale=0.1981,,,
2018hzx,0.04,,N,2MASX J01083884+2004454,01:08:38.98,20:04:46.44,01:08:38.86,+20:04:45.2,2018-11-05,536,SN - ATEL 12213,,,15.74,,15.22,-1.69,-1.24,2.10,233.74,09/09/19-KAST,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=17.1624176471&dec=20.0795670588&scale=0.1981,,,
2018hsa,0.016,,N,0.016471,21:15:01.03,-47:12:37.40,21:15:07.51,-47:13:13.8,2018-11-01,540,NED,,,15.877,17.911,15.261,66.02,-36.41,75.39,118.88,,,,,,
ASASSN16ip,0.017008,2016euj,Y,Foundation,02:27:21.70,-23:55:45.30,02:27:21.8,-23:55:44,2016-08-09,1354,NED,,,,,15.38,1.37,1.30,1.89,46.50,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16ip.png,,,,
2019np,0.00452,,N,NGC 3254 ,10:29:21.96 ,29:30:38.40,10:29:19.945,+29:29:30.58,2019-01-09,471,NED,,,16.431,11.86,15.475,-26.31,-67.82,72.74,201.20,02/18/20-KAST,http://www.k-itagaki.jp/images/2019np.jpg,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=157.3415&dec=29.510667&scale=0.1981,,,
2019vrq,0.013079,,N,GALEXASC J030421.67-160124.7,03:04:21.451,-16:01:26.40, 03:04:21.54,-16:01:25.6,2019-11-28,148,NED,,,16,,15.48,1.28,0.80,1.51,58.06,,http://skyserver.sdss.org/dr16/en/tools/chart/navi.aspx?opt=G&ra=46.0893784375&dec=-16.0239990625&scale=0.1981,,,,
SN2017cxy,0.02,,Y,ESO 280- G 013   ,18:23:17.93,-43:08:30.73,18:23:17.86,-43:08:33.1,2017-04-08,1112,NED,,skym: ,16.179,18.104,15.487,-0.77,-2.37,2.49,197.91,06/05/2019-SOAR,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17en.png,http://skymapper.anu.edu.au/cone-search/requests/5ZBPCBD6/,,,
SN2017cqe,0.058971,,P,LCRS B035620.1-420206 ,03:58:02.43,-41:53:36.24,03:58:02.28,-41:53:33.8,2017-04-01,1119,NED,,,,,15.49,1.67,-2.44,,145.53,11/12/17-Goodman,,http://ned.ipac.caltech.edu/cgi-bin/imgdata?objname=LCRS+B035620.1-420206++++++++&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1,,,
2018jwi,0.015457,,N,2MASX J06183926-5428139,06:18:39.283,-54:28:14.84, 06:18:39.29,-54:28:13.9,2018-12-14 ,497,NED,,,16.062,17.888,15.58,0.06,0.94,0.94,3.71,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18abr.png,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18abr.png,,,
2019mkv,0.054,,N,2MASX J22523075-4641446 ,22:52:29.940,-46:41:43.76,22:52:30.75,-46:41:44.9,2019-08-02 ,266,NED,,,16.123,17.8,15.59,8.33,-1.14,8.41,97.79,,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-19tc.png,,,,
AT2017hxc,0.058947 ,,Y,Foundation/2MASS J22065281-0556248,22:06:51.93,-05:57:05.22,22:06:52.12,-05:57:07.4,2017-11-08,898,NED,,,16.57,,15.75,2.83,-2.18,3.58,127.56,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17og.png,,,,
2018aqj,0.041092,,Y,2MASX J12014308+0808037,12:01:43.11,08:08:04.88,12:01:43.089,08:08:03.84,2018-04-06,749,NED,,,17.845,,15.777,-0.31,-1.04,1.09,196.69,02/18/20-KAST,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18hd.png,,,,
2018iyw,0.07,,N,2MASX J02075829-0605326 ,02:07:57.80 , -06:05:36.08,02:07:58.29,-06:05:32.8,2018-11-19,522,NED,,,16.5,,15.85,7.31,3.28,8.01,65.83,11/25/19 - LRIS,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=31.9908312&dec=-6.0933569&scale=0.1981,,,
ASASSN17ge,0.023,2017eaz,Y,IC 0939,13:47:43.620,+03:24:40.91,13:47:43.133,03:24:41.35,2017-05-14,1076,NED,,,16.7,,15.9,-7.29,0.44,7.31,273.45,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17ge.png,,,,
2018fou,0.069122,K2,N,SDSS J230531.47+004917.0 ,23:05:32.51,00:49:02.51,23:05:31.478,00:49:17.08,2018-08-21,612,NED,,,16.9,,15.93,-15.48,14.57,21.26,313.27,07/05/2019-Kast,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=346.385467587&dec=0.81736411945&scale=0.1981,,,
2019gfb,0.027482,,N,2MASX J23472586+0056596 ,23:47:25.850 ,+00:56:58.45, 23:47:25.885,+00:56:59.45,2019-05-30,330,NED,,,16.67,,15.97,0.52,1.00,1.13,27.70,10/04/2019-Kast,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=356.85771&dec=0.94957&scale=0.1981,,,,
ASASSN16mc,0.018913,2016hmo,Y,ESO 233-IG 014 ,19:58:41.31,-52:21:23.65,19:58:41.33,-52:21:23.4,2016-10-07,1295,NED,,skym,16.412,17.275,16.019,0.18,0.25,0.31,36.24,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16mc.png,http://skymapper.anu.edu.au/cone-search/requests/NGPJMBW2/,,,
AT2017gin,0.015,ATLAS17jxe ,Y,Foundation,00:55:58.57, -09:37:35.36,00:55:58.69,-09:37:36.74,2017-08-02,996,NED,,,16.77,,16.04,1.77,-1.38,2.25,127.87,,http://www.xjltp.com/XOSS/PSP17A/PSP17A.htm,,,,
SN2018ph,0.030424,,Y,UGC04265 / IC 2231	 /114101227566915321	,08:11:02.30,05:05:13.90,08:11:01.60,05:05:14.4,2018-02-05,809,NED but Kyle's note,8:11:01.5981,+5:05:14.696,17.22559929,,16.08180046,-10.49,0.80,10.52,274.34,"2020-03-02** just needed a redshift, still needs correct observation 2020-03-02 - KAST",https://wis-tns.weizmann.ac.il/system/files/comment_files/2018ph.jpg,"Host galaxy name attributed to two different galaxies (?) in different positions, z may be off",,,
2019upw,0.02,,N,NGC 0109,00:26:15.505,+21:48:35.90,00:26:14.636,+21:48:26.30,2019-11-12,164,NED,,,18.8,,16.1,-12.10,-9.60,15.45,231.58,,http://skyserver.sdss.org/dr16/en/tools/chart/navi.aspx?opt=G&ra=6.564542&dec=21.809981&scale=0.1981,,,,
2020dhj,0.04417,,N,2MASX J14533002+1717275,14:53:30.373, +17:17:20.9,14:53:30.026,+17:17:28.62,2020-02-24 ,60,NED,,,16.63,,16.12,-4.97,7.72,9.18,327.23,,,,,,
2020bjk,2020bjk,,N,ESO 441- G 005 ,12:07:44.777,-32:00:48.38,12:07:43.98,-32:01:13.4,2020-01-29,86,NED,,,16.758,,16.175,-10.14,-25.02,27.00,202.05,,,,,,
AT2016htn,0.053,,Y,Foundation,02:11:29.07,-16:30:37.17,02:11:28.2,-16:30:41,2016-11-03,1268,NED,,,,,16.18,-12.80,-3.80,13.10,252.98,01/26/20-LRIS,https://www.flickr.com/photos/snimages/25312353359/,,,,
2019wcj,0.01,,N,,05:14:28.530,-62:10:13.80,05:14:29.60,-62:10:14.4,2019-11-30,146,SN/NED discrepancy?,,,16.959,,16.187,7.49,-0.60,7.52,94.58,,,,,,
2018ghb,0.005,,N,ESO 427- G 022 (PSO J065828.741-284604.340),06:58:27.60,-28:45:49.18,06:58:28.74,-28:46:04.2,2018-09-14,588,NED,6:58:28.740,-28:46:04.332,16.7378,,16.1931,14.99,-15.02,21.22,135.06,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18vm.png,,,,
ASASSN16kv,0.03,2016gqb,Y,PSO J050739.510-193254.358 (2MASX J05073951-1932539),05:07:39.67,-19:32:57.20,,,2016-09-27,1305,NED,05:07:39.521,-19:32:54.40,16.885,,16.199,-2.11,2.80,3.50,323.05,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16kv.png,,,,
2019dwq,0.027631,,N,IC 1073,14:54:15.619,+04:47:34.75,,,2019-04-24,366,NED,14:54:14.351,+04:47:39.80,17.108,,16.222,-18.95,5.05,19.61,284.92,,,http://skyserver.sdss.org/dr15/en/tools/chart/navi.aspx?opt=G&ra=223.5650809&dec=4.7929861&scale=0.1981,,,
2018hhn,0.028820,,N,UGC 12222  (PSO J225232.686+113942.911),22:52:32.060,11:40:26.70,22:52:32.71,11:39:43.2,2018-10-13,559,NED,22:52:32.684,+11:39:42.740,17.076,,16.237,9.55,-43.50,44.54,167.62,07/09/19-KAST,https://www.palomar.pl/jgao/pgc69892.html,,,,
2019qqi,0.06,,N,WISEA J210903.41-423551.0 ,21:09:03.626 ,-42:35:52.55,21:09:03.36,-42:35:51.1,2019-09-22,215,NED,,,,,16.268,-2.94,1.45,3.28,296.27,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-19xc.png,,,,
AT2017ilf,0.030,K2,N,NGC 2803    ,09:16:44.88,18:57:16.09,09:16:43.869,18:57:16.54,2017-11-22,884,NED,,,17.1,,16.3,-14.34,0.45,14.35,271.80,01/03/2019-KAST,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17pp.png,,,,
2018ihs,0.029,,N,2MFGC 01926   ,02:28:13.65,26:03:36.65,02:28:14.02,26:03:36.5,2018-11-09,532,SN - ATEL 12216,,,17.04,,16.3,4.99,-0.15,4.99,91.72,09/09/19-KAST,https://www.flickr.com/photos/152958240@N05/45009096905,,,,
2019lqv,0.033566,,N,ESO 530- G 053,21:29:30.173,-23:06:55.37,21:29:30.30,-23:06:56.0,2019-07-22,277,NED,21:29:30.302,-23:06:55.927,17.21,,16.34,1.78,-0.56,1.86,107.38,,,,,,
2019vnj,0.02,,N,LEDA 922031,11:09:01.267,-14:38:09.96,11:09:01.20,-14:38:08.5,2019-11-25,151,SN,,,17.1,,16.39,-0.97,1.46,1.75,326.34,,http://skyserver.sdss.org/dr16/en/tools/chart/navi.aspx?opt=G&ra=167.255083&dec=-14.636161&scale=0.1981,,,,
AT2017glb,0.037,,Y,Foundation,04:51:27.75,-16:57:38.28,,,2017-08-28,970,NED,,,,,16.42,,,,,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17ll.png,,,,
2019ubs,0.034,,N,,02:26:24.112,+28:30:28.55,02:26:23.11,+28:30:27.1,2019-11-03,173,NED,2:26:23,+28:30:27.147,17.07,,16.46,-13.21,-1.45,13.29,263.74,,,,,,
2018jeo,0.018653,,N,ESO 564- G 014 (PSO J090431.794-194708.605	),09:04:36.840,-19:47:08.30,09:04:31.767,-19:47:08.62,2018-11-28,513,NED,9:04:31.790,-19:47:08.660,17.138,,16.526,71.60,-0.32,71.60,269.74,,http://www.astronomy.ohio-state.edu/assassin/followup/asassn-18aai.png,,,,
AT2017hyt,0.030,,N,ESO 184- G 004 ,19:03:35.67,-53:10:17.22,19:03:35.60,-53:10:18.4,2017-11-11,895,NED,,skym,17.257,,16.558,-0.63,-1.18,1.34,208.07,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-17op.png,http://skymapper.anu.edu.au/cone-search/requests/WIWCD235/,,,
OGLE16erd,0.068,,Y,314248402 Skymapper ID,00:40:43.68,-72:58:40.6,0:40:42.306,-72:58:33.463,2016-10-20,1282,,,skymapper:,17.314,,16.573,-6.03,7.14,9.35,319.79,,,http://ogle.astrouw.edu.pl/ogle4/transients/imagesSELECTED/frameSMC713.18.I.1131.03.2367.55.7681.67633.gif,http://skymapper.anu.edu.au/cone-search/requests/BCGSB3CY/,,
ASASSN16gq,0.023136,2016cym,N,ESO 446- G 023     (PSO J141136.087-302406.357        ),14:11:36.10, -30:23:53.10, 14:11:36.11,-30:24:06.9,2016-06-21,1403,NED,14 11 36.087,-30 24 06.57,18.098,,16.595,-0.17,-13.47,13.47,180.72,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16gq.png,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-16gq.png,,,
ASASSN17gd,0.028196,2017eax,Y,UGC 09616   (PSO J145653.073+091617.961),14:56:52.46,+09:16:17.47,14:56:53.067,09:16:17.87,2017-05-14,1076,NED,14 56 53.057,09 16 17.70,17.237,,16.62,8.84,0.23,8.84,88.51,,,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?opt=G&ra=224.2186&dec=9.27152&scale=0.1981,,,
2019gwx,0.065,,N,2MASX J23100100+0937110 ,23:10:01.021,+09:37:12.31,23:10:01.03,+09:37:11.0,2019-06-04,325,galaxy emission lines (ATel),,,17.35,,16.62,0.13,-1.31,1.32,174.20,,,,,,
ATLAS16dkv,0.039661,2016hfe,Y,ESO 461- G 040  ,20:06:45.570,-31:00:44.51,20:06:44.88,-31:00:46.3,2016-10-14,1288,NED,,skym,17.387,,16.726,-8.87,-1.79,9.05,258.59,,,https://wis-tns.weizmann.ac.il/object/2016hfe,http://skymapper.anu.edu.au/cone-search/requests/5EZQQKYK/,,
AT2018bs,0.066923,,Y,Foundation,03:23:20.7,-22:06:59.5,03:23:21.2,-22:07:02,2018-01-09,836,SN lines,,,,,16.82,6.94,-2.50,7.38,109.80,09/24/19 - LRIS,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18ae.png,,,,
2018aay,0.0309,,Y,LCRS B103002.1-022549 ,10:32:34.85,-02:41:18.60,10:32:34.729,-02:41:18.52,2018-03-06,780,NED,,,17.572,,16.865,-1.81,0.08,1.81,272.53,,http://www.astronomy.ohio-state.edu/~assassin/followup/asassn-18et.png,,,,
